AdminStrata,Abia,Abia,Adamawa,Adamawa,Adamawa Central,Adamawa Central,Adamawa North,Adamawa North,Adamawa South,Adamawa South,Akwa Ibom,Akwa Ibom,Anambra,Anambra,Bauchi,Bauchi,Bayelsa,Bayelsa,Benue,Benue,Borno,Borno,Borno Central,Borno Central,Borno North,Borno North,Borno South,Borno South,Cross River,Cross River,Delta,Delta,Ebonyi,Ebonyi,Edo,Edo,Ekiti,Ekiti,Enugu,Enugu,Federal Capital Territory,Federal Capital Territory,Gombe,Gombe,Imo,Imo,Jigawa,Jigawa,Kaduna,Kaduna,Kano,Kano,Katsina,Katsina,Kebbi,Kebbi,Kogi,Kogi,Kwara,Kwara,Lagos,Lagos,Nasarawa,Nasarawa,Niger,Niger,Ogun,Ogun,Ondo,Ondo,Osun,Osun,Oyo,Oyo,Plateau,Plateau,Rivers,Rivers,Sokoto,Sokoto,Taraba,Taraba,Yobe,Yobe,Yobe East,Yobe East,Yobe North,Yobe North,Yobe South,Yobe South,Zamfara,Zamfara
2020-02-20,5.4533021189195825,7.523189981967188,9.323227331978972,12.400240775699976,9.704141460263799,12.633860357537628,10.308464088666314,13.327282726921181,8.747718351033866,11.969733778038561,4.906643134561908,7.84736624649367,6.222775876473439,6.932186088031399,10.796647164882813,9.990588234110131,4.766315392876971,6.080417668394572,7.341086057629309,8.751907951010807,11.888980100206933,13.153346984526962,11.76478774745508,13.567296046727053,12.760876258295632,13.21495994111602,10.828314003706213,12.621792411002325,5.873919917501246,8.598974758863495,5.704898234854848,5.936929598192746,6.262027249277776,8.016266262545862,6.633537264421524,5.930214659778057,7.720080403716114,5.309515526441268,6.536244896216677,7.440611162631195,8.897617247031896,7.195557200236763,10.383587852103902,11.19199513759299,5.573020020443396,7.062307590787432,12.238420415697483,9.563558283105715,10.392367010531627,7.705978547518679,11.745201935123053,8.529557183153377,12.37830070781455,7.628834204597841,11.743956421859846,4.51668666929484,7.736607886003764,6.686754336473293,8.9659337636487,4.385168582923295,6.522424330455863,3.586974900291951,8.510447350140884,8.19796255875058,9.933226341153109,5.590434857522704,6.995135100939411,3.4732617764948586,6.917995342607632,5.150609211703119,7.56291851875539,4.517762270027345,8.158826810946747,3.6129116253118814,9.232416150773494,9.512049503898895,4.845392315480488,6.9181814546659615,13.037993367996801,5.318810473495564,8.023131156568944,10.786479442315445,12.29868022093661,11.43706583990847,12.287151366061549,11.798513526589076,12.8717018070974,10.75401365797595,11.741485594856975,11.452020127812826,12.10150481045647,6.246534745910911
2020-02-21,5.4533021189195825,7.523189981967188,9.323227331978972,12.400240775699976,9.704141460263799,12.633860357537628,10.308464088666314,13.327282726921181,8.747718351033866,11.969733778038561,4.906643134561908,7.84736624649367,6.222775876473439,6.932186088031399,10.796647164882813,9.990588234110131,4.766315392876971,6.080417668394572,7.341086057629309,8.751907951010807,11.888980100206933,13.153346984526962,11.76478774745508,13.567296046727053,12.760876258295632,13.21495994111602,10.828314003706213,12.621792411002325,5.873919917501246,8.598974758863495,5.704898234854848,5.936929598192746,6.262027249277776,8.016266262545862,6.633537264421524,5.930214659778057,7.720080403716114,5.309515526441268,6.536244896216677,7.440611162631195,8.897617247031896,7.195557200236763,10.383587852103902,11.19199513759299,5.573020020443396,7.062307590787432,12.238420415697483,9.563558283105715,10.392367010531627,7.705978547518679,11.745201935123053,8.529557183153377,12.37830070781455,7.628834204597841,11.743956421859846,4.51668666929484,7.736607886003764,6.686754336473293,8.9659337636487,4.385168582923295,6.522424330455863,3.586974900291951,8.510447350140884,8.19796255875058,9.933226341153109,5.590434857522704,6.995135100939411,3.4732617764948586,6.917995342607632,5.150609211703119,7.56291851875539,4.517762270027345,8.158826810946747,3.6129116253118814,9.232416150773494,9.512049503898895,4.845392315480488,6.9181814546659615,13.037993367996801,5.318810473495564,8.023131156568944,10.786479442315445,12.29868022093661,11.43706583990847,12.287151366061549,11.798513526589076,12.8717018070974,10.75401365797595,11.741485594856975,11.452020127812826,12.10150481045647,6.246534745910911
2020-02-22,5.4533021189195825,7.523189981967188,9.323227331978972,12.400240775699976,9.704141460263799,12.633860357537628,10.308464088666314,13.327282726921181,8.747718351033866,11.969733778038561,4.906643134561908,7.84736624649367,6.222775876473439,6.932186088031399,10.796647164882813,9.990588234110131,4.766315392876971,6.080417668394572,7.341086057629309,8.751907951010807,11.888980100206933,13.153346984526962,11.76478774745508,13.567296046727053,12.760876258295632,13.21495994111602,10.828314003706213,12.621792411002325,5.873919917501246,8.598974758863495,5.704898234854848,5.936929598192746,6.262027249277776,8.016266262545862,6.633537264421524,5.930214659778057,7.720080403716114,5.309515526441268,6.536244896216677,7.440611162631195,8.897617247031896,7.195557200236763,10.383587852103902,11.19199513759299,5.573020020443396,7.062307590787432,12.238420415697483,9.563558283105715,10.392367010531627,7.705978547518679,11.745201935123053,8.529557183153377,12.37830070781455,7.628834204597841,11.743956421859846,4.51668666929484,7.736607886003764,6.686754336473293,8.9659337636487,4.385168582923295,6.522424330455863,3.586974900291951,8.510447350140884,8.19796255875058,9.933226341153109,5.590434857522704,6.995135100939411,3.4732617764948586,6.917995342607632,5.150609211703119,7.56291851875539,4.517762270027345,8.158826810946747,3.6129116253118814,9.232416150773494,9.512049503898895,4.845392315480488,6.9181814546659615,13.037993367996801,5.318810473495564,8.023131156568944,10.786479442315445,12.29868022093661,11.43706583990847,12.287151366061549,11.798513526589076,12.8717018070974,10.75401365797595,11.741485594856975,11.452020127812826,12.10150481045647,6.246534745910911
2020-02-23,5.4533021189195825,7.523189981967188,9.323227331978972,12.400240775699976,9.704141460263799,12.633860357537628,10.308464088666314,13.327282726921181,8.747718351033866,11.969733778038561,4.906643134561908,7.84736624649367,6.222775876473439,6.932186088031399,10.796647164882813,9.990588234110131,4.766315392876971,6.080417668394572,7.341086057629309,8.751907951010807,11.888980100206933,13.153346984526962,11.76478774745508,13.567296046727053,12.760876258295632,13.21495994111602,10.828314003706213,12.621792411002325,5.873919917501246,8.598974758863495,5.704898234854848,5.936929598192746,6.262027249277776,8.016266262545862,6.633537264421524,5.930214659778057,7.720080403716114,5.309515526441268,6.536244896216677,7.440611162631195,8.897617247031896,7.195557200236763,10.383587852103902,11.19199513759299,5.573020020443396,7.062307590787432,12.238420415697483,9.563558283105715,10.392367010531627,7.705978547518679,11.745201935123053,8.529557183153377,12.37830070781455,7.628834204597841,11.743956421859846,4.51668666929484,7.736607886003764,6.686754336473293,8.9659337636487,4.385168582923295,6.522424330455863,3.586974900291951,8.510447350140884,8.19796255875058,9.933226341153109,5.590434857522704,6.995135100939411,3.4732617764948586,6.917995342607632,5.150609211703119,7.56291851875539,4.517762270027345,8.158826810946747,3.6129116253118814,9.232416150773494,9.512049503898895,4.845392315480488,6.9181814546659615,13.037993367996801,5.318810473495564,8.023131156568944,10.786479442315445,12.29868022093661,11.43706583990847,12.287151366061549,11.798513526589076,12.8717018070974,10.75401365797595,11.741485594856975,11.452020127812826,12.10150481045647,6.246534745910911
2020-02-24,5.4533021189195825,7.523189981967188,9.323227331978972,12.400240775699976,9.704141460263799,12.633860357537628,10.308464088666314,13.327282726921181,8.747718351033866,11.969733778038561,4.906643134561908,7.84736624649367,6.222775876473439,6.932186088031399,10.796647164882813,9.990588234110131,4.766315392876971,6.080417668394572,7.341086057629309,8.751907951010807,11.888980100206933,13.153346984526962,11.76478774745508,13.567296046727053,12.760876258295632,13.21495994111602,10.828314003706213,12.621792411002325,5.873919917501246,8.598974758863495,5.704898234854848,5.936929598192746,6.262027249277776,8.016266262545862,6.633537264421524,5.930214659778057,7.720080403716114,5.309515526441268,6.536244896216677,7.440611162631195,8.897617247031896,7.195557200236763,10.383587852103902,11.19199513759299,5.573020020443396,7.062307590787432,12.238420415697483,9.563558283105715,10.392367010531627,7.705978547518679,11.745201935123053,8.529557183153377,12.37830070781455,7.628834204597841,11.743956421859846,4.51668666929484,7.736607886003764,6.686754336473293,8.9659337636487,4.385168582923295,6.522424330455863,3.586974900291951,8.510447350140884,8.19796255875058,9.933226341153109,5.590434857522704,6.995135100939411,3.4732617764948586,6.917995342607632,5.150609211703119,7.56291851875539,4.517762270027345,8.158826810946747,3.6129116253118814,9.232416150773494,9.512049503898895,4.845392315480488,6.9181814546659615,13.037993367996801,5.318810473495564,8.023131156568944,10.786479442315445,12.29868022093661,11.43706583990847,12.287151366061549,11.798513526589076,12.8717018070974,10.75401365797595,11.741485594856975,11.452020127812826,12.10150481045647,6.246534745910911
2020-02-25,5.4533021189195825,7.523189981967188,9.323227331978972,12.400240775699976,9.704141460263799,12.633860357537628,10.308464088666314,13.327282726921181,8.747718351033866,11.969733778038561,4.906643134561908,7.84736624649367,6.222775876473439,6.932186088031399,10.796647164882813,9.990588234110131,4.766315392876971,6.080417668394572,7.341086057629309,8.751907951010807,11.888980100206933,13.153346984526962,11.76478774745508,13.567296046727053,12.760876258295632,13.21495994111602,10.828314003706213,12.621792411002325,5.873919917501246,8.598974758863495,5.704898234854848,5.936929598192746,6.262027249277776,8.016266262545862,6.633537264421524,5.930214659778057,7.720080403716114,5.309515526441268,6.536244896216677,7.440611162631195,8.897617247031896,7.195557200236763,10.383587852103902,11.19199513759299,5.573020020443396,7.062307590787432,12.238420415697483,9.563558283105715,10.392367010531627,7.705978547518679,11.745201935123053,8.529557183153377,12.37830070781455,7.628834204597841,11.743956421859846,4.51668666929484,7.736607886003764,6.686754336473293,8.9659337636487,4.385168582923295,6.522424330455863,3.586974900291951,8.510447350140884,8.19796255875058,9.933226341153109,5.590434857522704,6.995135100939411,3.4732617764948586,6.917995342607632,5.150609211703119,7.56291851875539,4.517762270027345,8.158826810946747,3.6129116253118814,9.232416150773494,9.512049503898895,4.845392315480488,6.9181814546659615,13.037993367996801,5.318810473495564,8.023131156568944,10.786479442315445,12.29868022093661,11.43706583990847,12.287151366061549,11.798513526589076,12.8717018070974,10.75401365797595,11.741485594856975,11.452020127812826,12.10150481045647,6.246534745910911
2020-02-26,5.4533021189195825,7.523189981967188,9.323227331978972,12.400240775699976,9.704141460263799,12.633860357537628,10.308464088666314,13.327282726921181,8.747718351033866,11.969733778038561,4.906643134561908,7.84736624649367,6.222775876473439,6.932186088031399,10.796647164882813,9.990588234110131,4.766315392876971,6.080417668394572,7.341086057629309,8.751907951010807,11.888980100206933,13.153346984526962,11.76478774745508,13.567296046727053,12.760876258295632,13.21495994111602,10.828314003706213,12.621792411002325,5.873919917501246,8.598974758863495,5.704898234854848,5.936929598192746,6.262027249277776,8.016266262545862,6.633537264421524,5.930214659778057,7.720080403716114,5.309515526441268,6.536244896216677,7.440611162631195,8.897617247031896,7.195557200236763,10.383587852103902,11.19199513759299,5.573020020443396,7.062307590787432,12.238420415697483,9.563558283105715,10.392367010531627,7.705978547518679,11.745201935123053,8.529557183153377,12.37830070781455,7.628834204597841,11.743956421859846,4.51668666929484,7.736607886003764,6.686754336473293,8.9659337636487,4.385168582923295,6.522424330455863,3.586974900291951,8.510447350140884,8.19796255875058,9.933226341153109,5.590434857522704,6.995135100939411,3.4732617764948586,6.917995342607632,5.150609211703119,7.56291851875539,4.517762270027345,8.158826810946747,3.6129116253118814,9.232416150773494,9.512049503898895,4.845392315480488,6.9181814546659615,13.037993367996801,5.318810473495564,8.023131156568944,10.786479442315445,12.29868022093661,11.43706583990847,12.287151366061549,11.798513526589076,12.8717018070974,10.75401365797595,11.741485594856975,11.452020127812826,12.10150481045647,6.246534745910911
2020-02-27,5.4533021189195825,7.523189981967188,9.323227331978972,12.400240775699976,9.704141460263799,12.633860357537628,10.308464088666314,13.327282726921181,8.747718351033866,11.969733778038561,4.906643134561908,7.84736624649367,6.222775876473439,6.932186088031399,10.796647164882813,9.990588234110131,4.766315392876971,6.080417668394572,7.341086057629309,8.751907951010807,11.888980100206933,13.153346984526962,11.76478774745508,13.567296046727053,12.760876258295632,13.21495994111602,10.828314003706213,12.621792411002325,5.873919917501246,8.598974758863495,5.704898234854848,5.936929598192746,6.262027249277776,8.016266262545862,6.633537264421524,5.930214659778057,7.720080403716114,5.309515526441268,6.536244896216677,7.440611162631195,8.897617247031896,7.195557200236763,10.383587852103902,11.19199513759299,5.573020020443396,7.062307590787432,12.238420415697483,9.563558283105715,10.392367010531627,7.705978547518679,11.745201935123053,8.529557183153377,12.37830070781455,7.628834204597841,11.743956421859846,4.51668666929484,7.736607886003764,6.686754336473293,8.9659337636487,4.385168582923295,6.522424330455863,3.586974900291951,8.510447350140884,8.19796255875058,9.933226341153109,5.590434857522704,6.995135100939411,3.4732617764948586,6.917995342607632,5.150609211703119,7.56291851875539,4.517762270027345,8.158826810946747,3.6129116253118814,9.232416150773494,9.512049503898895,4.845392315480488,6.9181814546659615,13.037993367996801,5.318810473495564,8.023131156568944,10.786479442315445,12.29868022093661,11.43706583990847,12.287151366061549,11.798513526589076,12.8717018070974,10.75401365797595,11.741485594856975,11.452020127812826,12.10150481045647,6.246534745910911
2020-02-28,5.4533021189195825,7.523189981967188,9.323227331978972,12.400240775699976,9.704141460263799,12.633860357537628,10.308464088666314,13.327282726921181,8.747718351033866,11.969733778038561,4.906643134561908,7.84736624649367,6.222775876473439,6.932186088031399,10.796647164882813,9.990588234110131,4.766315392876971,6.080417668394572,7.341086057629309,8.751907951010807,11.888980100206933,13.153346984526962,11.76478774745508,13.567296046727053,12.760876258295632,13.21495994111602,10.828314003706213,12.621792411002325,5.873919917501246,8.598974758863495,5.704898234854848,5.936929598192746,6.262027249277776,8.016266262545862,6.633537264421524,5.930214659778057,7.720080403716114,5.309515526441268,6.536244896216677,7.440611162631195,8.897617247031896,7.195557200236763,10.383587852103902,11.19199513759299,5.573020020443396,7.062307590787432,12.238420415697483,9.563558283105715,10.392367010531627,7.705978547518679,11.745201935123053,8.529557183153377,12.37830070781455,7.628834204597841,11.743956421859846,4.51668666929484,7.736607886003764,6.686754336473293,8.9659337636487,4.385168582923295,6.522424330455863,3.586974900291951,8.510447350140884,8.19796255875058,9.933226341153109,5.590434857522704,6.995135100939411,3.4732617764948586,6.917995342607632,5.150609211703119,7.56291851875539,4.517762270027345,8.158826810946747,3.6129116253118814,9.232416150773494,9.512049503898895,4.845392315480488,6.9181814546659615,13.037993367996801,5.318810473495564,8.023131156568944,10.786479442315445,12.29868022093661,11.43706583990847,12.287151366061549,11.798513526589076,12.8717018070974,10.75401365797595,11.741485594856975,11.452020127812826,12.10150481045647,6.246534745910911
2020-02-29,5.4533021189195825,7.523189981967188,9.323227331978972,12.400240775699976,9.704141460263799,12.633860357537628,10.308464088666314,13.327282726921181,8.747718351033866,11.969733778038561,4.906643134561908,7.84736624649367,6.222775876473439,6.932186088031399,10.796647164882813,9.990588234110131,4.766315392876971,6.080417668394572,7.341086057629309,8.751907951010807,11.888980100206933,13.153346984526962,11.76478774745508,13.567296046727053,12.760876258295632,13.21495994111602,10.828314003706213,12.621792411002325,5.873919917501246,8.598974758863495,5.704898234854848,5.936929598192746,6.262027249277776,8.016266262545862,6.633537264421524,5.930214659778057,7.720080403716114,5.309515526441268,6.536244896216677,7.440611162631195,8.897617247031896,7.195557200236763,10.383587852103902,11.19199513759299,5.573020020443396,7.062307590787432,12.238420415697483,9.563558283105715,10.392367010531627,7.705978547518679,11.745201935123053,8.529557183153377,12.37830070781455,7.628834204597841,11.743956421859846,4.51668666929484,7.736607886003764,6.686754336473293,8.9659337636487,4.385168582923295,6.522424330455863,3.586974900291951,8.510447350140884,8.19796255875058,9.933226341153109,5.590434857522704,6.995135100939411,3.4732617764948586,6.917995342607632,5.150609211703119,7.56291851875539,4.517762270027345,8.158826810946747,3.6129116253118814,9.232416150773494,9.512049503898895,4.845392315480488,6.9181814546659615,13.037993367996801,5.318810473495564,8.023131156568944,10.786479442315445,12.29868022093661,11.43706583990847,12.287151366061549,11.798513526589076,12.8717018070974,10.75401365797595,11.741485594856975,11.452020127812826,12.10150481045647,6.246534745910911
2020-03-01,5.4533021189195825,7.523189981967188,9.323227331978972,12.400240775699976,9.704141460263799,12.633860357537628,10.308464088666314,13.327282726921181,8.747718351033866,11.969733778038561,4.906643134561908,7.84736624649367,6.222775876473439,6.932186088031399,10.796647164882813,9.990588234110131,4.766315392876971,6.080417668394572,7.341086057629309,8.751907951010807,11.888980100206933,13.153346984526962,11.76478774745508,13.567296046727053,12.760876258295632,13.21495994111602,10.828314003706213,12.621792411002325,5.873919917501246,8.598974758863495,5.704898234854848,5.936929598192746,6.262027249277776,8.016266262545862,6.633537264421524,5.930214659778057,7.720080403716114,5.309515526441268,6.536244896216677,7.440611162631195,8.897617247031896,7.195557200236763,10.383587852103902,11.19199513759299,5.573020020443396,7.062307590787432,12.238420415697483,9.563558283105715,10.392367010531627,7.705978547518679,11.745201935123053,8.529557183153377,12.37830070781455,7.628834204597841,11.743956421859846,4.51668666929484,7.736607886003764,6.686754336473293,8.9659337636487,4.385168582923295,6.522424330455863,3.586974900291951,8.510447350140884,8.19796255875058,9.933226341153109,5.590434857522704,6.995135100939411,3.4732617764948586,6.917995342607632,5.150609211703119,7.56291851875539,4.517762270027345,8.158826810946747,3.6129116253118814,9.232416150773494,9.512049503898895,4.845392315480488,6.9181814546659615,13.037993367996801,5.318810473495564,8.023131156568944,10.786479442315445,12.29868022093661,11.43706583990847,12.287151366061549,11.798513526589076,12.8717018070974,10.75401365797595,11.741485594856975,11.452020127812826,12.10150481045647,6.246534745910911
2020-03-02,5.4533021189195825,7.523189981967188,9.323227331978972,12.400240775699976,9.704141460263799,12.633860357537628,10.308464088666314,13.327282726921181,8.747718351033866,11.969733778038561,4.906643134561908,7.84736624649367,6.222775876473439,6.932186088031399,10.796647164882813,9.990588234110131,4.766315392876971,6.080417668394572,7.341086057629309,8.751907951010807,11.888980100206933,13.153346984526962,11.76478774745508,13.567296046727053,12.760876258295632,13.21495994111602,10.828314003706213,12.621792411002325,5.873919917501246,8.598974758863495,5.704898234854848,5.936929598192746,6.262027249277776,8.016266262545862,6.633537264421524,5.930214659778057,7.720080403716114,5.309515526441268,6.536244896216677,7.440611162631195,8.897617247031896,7.195557200236763,10.383587852103902,11.19199513759299,5.573020020443396,7.062307590787432,12.238420415697483,9.563558283105715,10.392367010531627,7.705978547518679,11.745201935123053,8.529557183153377,12.37830070781455,7.628834204597841,11.743956421859846,4.51668666929484,7.736607886003764,6.686754336473293,8.9659337636487,4.385168582923295,6.522424330455863,3.586974900291951,8.510447350140884,8.19796255875058,9.933226341153109,5.590434857522704,6.995135100939411,3.4732617764948586,6.917995342607632,5.150609211703119,7.56291851875539,4.517762270027345,8.158826810946747,3.6129116253118814,9.232416150773494,9.512049503898895,4.845392315480488,6.9181814546659615,13.037993367996801,5.318810473495564,8.023131156568944,10.786479442315445,12.29868022093661,11.43706583990847,12.287151366061549,11.798513526589076,12.8717018070974,10.75401365797595,11.741485594856975,11.452020127812826,12.10150481045647,6.246534745910911
2020-03-03,5.4533021189195825,7.523189981967188,9.323227331978972,12.400240775699976,9.704141460263799,12.633860357537628,10.308464088666314,13.327282726921181,8.747718351033866,11.969733778038561,4.906643134561908,7.84736624649367,6.222775876473439,6.932186088031399,10.796647164882813,9.990588234110131,4.766315392876971,6.080417668394572,7.341086057629309,8.751907951010807,11.888980100206933,13.153346984526962,11.76478774745508,13.567296046727053,12.760876258295632,13.21495994111602,10.828314003706213,12.621792411002325,5.873919917501246,8.598974758863495,5.704898234854848,5.936929598192746,6.262027249277776,8.016266262545862,6.633537264421524,5.930214659778057,7.720080403716114,5.309515526441268,6.536244896216677,7.440611162631195,8.897617247031896,7.195557200236763,10.383587852103902,11.19199513759299,5.573020020443396,7.062307590787432,12.238420415697483,9.563558283105715,10.392367010531627,7.705978547518679,11.745201935123053,8.529557183153377,12.37830070781455,7.628834204597841,11.743956421859846,4.51668666929484,7.736607886003764,6.686754336473293,8.9659337636487,4.385168582923295,6.522424330455863,3.586974900291951,8.510447350140884,8.19796255875058,9.933226341153109,5.590434857522704,6.995135100939411,3.4732617764948586,6.917995342607632,5.150609211703119,7.56291851875539,4.517762270027345,8.158826810946747,3.6129116253118814,9.232416150773494,9.512049503898895,4.845392315480488,6.9181814546659615,13.037993367996801,5.318810473495564,8.023131156568944,10.786479442315445,12.29868022093661,11.43706583990847,12.287151366061549,11.798513526589076,12.8717018070974,10.75401365797595,11.741485594856975,11.452020127812826,12.10150481045647,6.246534745910911
2020-03-04,5.4533021189195825,7.523189981967188,9.323227331978972,12.400240775699976,9.704141460263799,12.633860357537628,10.308464088666314,13.327282726921181,8.747718351033866,11.969733778038561,4.906643134561908,7.84736624649367,6.222775876473439,6.932186088031399,10.796647164882813,9.990588234110131,4.766315392876971,6.080417668394572,7.341086057629309,8.751907951010807,11.888980100206933,13.153346984526962,11.76478774745508,13.567296046727053,12.760876258295632,13.21495994111602,10.828314003706213,12.621792411002325,5.873919917501246,8.598974758863495,5.704898234854848,5.936929598192746,6.262027249277776,8.016266262545862,6.633537264421524,5.930214659778057,7.720080403716114,5.309515526441268,6.536244896216677,7.440611162631195,8.897617247031896,7.195557200236763,10.383587852103902,11.19199513759299,5.573020020443396,7.062307590787432,12.238420415697483,9.563558283105715,10.392367010531627,7.705978547518679,11.745201935123053,8.529557183153377,12.37830070781455,7.628834204597841,11.743956421859846,4.51668666929484,7.736607886003764,6.686754336473293,8.9659337636487,4.385168582923295,6.522424330455863,3.586974900291951,8.510447350140884,8.19796255875058,9.933226341153109,5.590434857522704,6.995135100939411,3.4732617764948586,6.917995342607632,5.150609211703119,7.56291851875539,4.517762270027345,8.158826810946747,3.6129116253118814,9.232416150773494,9.512049503898895,4.845392315480488,6.9181814546659615,13.037993367996801,5.318810473495564,8.023131156568944,10.786479442315445,12.29868022093661,11.43706583990847,12.287151366061549,11.798513526589076,12.8717018070974,10.75401365797595,11.741485594856975,11.452020127812826,12.10150481045647,6.246534745910911
2020-03-05,5.4533021189195825,7.523189981967188,9.323227331978972,12.400240775699976,9.704141460263799,12.633860357537628,10.308464088666314,13.327282726921181,8.747718351033866,11.969733778038561,4.906643134561908,7.84736624649367,6.222775876473439,6.932186088031399,10.796647164882813,9.990588234110131,4.766315392876971,6.080417668394572,7.341086057629309,8.751907951010807,11.888980100206933,13.153346984526962,11.76478774745508,13.567296046727053,12.760876258295632,13.21495994111602,10.828314003706213,12.621792411002325,5.873919917501246,8.598974758863495,5.704898234854848,5.936929598192746,6.262027249277776,8.016266262545862,6.633537264421524,5.930214659778057,7.720080403716114,5.309515526441268,6.536244896216677,7.440611162631195,8.897617247031896,7.195557200236763,10.383587852103902,11.19199513759299,5.573020020443396,7.062307590787432,12.238420415697483,9.563558283105715,10.392367010531627,7.705978547518679,11.745201935123053,8.529557183153377,12.37830070781455,7.628834204597841,11.743956421859846,4.51668666929484,7.736607886003764,6.686754336473293,8.9659337636487,4.385168582923295,6.522424330455863,3.586974900291951,8.510447350140884,8.19796255875058,9.933226341153109,5.590434857522704,6.995135100939411,3.4732617764948586,6.917995342607632,5.150609211703119,7.56291851875539,4.517762270027345,8.158826810946747,3.6129116253118814,9.232416150773494,9.512049503898895,4.845392315480488,6.9181814546659615,13.037993367996801,5.318810473495564,8.023131156568944,10.786479442315445,12.29868022093661,11.43706583990847,12.287151366061549,11.798513526589076,12.8717018070974,10.75401365797595,11.741485594856975,11.452020127812826,12.10150481045647,6.246534745910911
2020-03-06,5.4533021189195825,7.523189981967188,9.323227331978972,12.400240775699976,9.704141460263799,12.633860357537628,10.308464088666314,13.327282726921181,8.747718351033866,11.969733778038561,4.906643134561908,7.84736624649367,6.222775876473439,6.932186088031399,10.796647164882813,9.990588234110131,4.766315392876971,6.080417668394572,7.341086057629309,8.751907951010807,11.888980100206933,13.153346984526962,11.76478774745508,13.567296046727053,12.760876258295632,13.21495994111602,10.828314003706213,12.621792411002325,5.873919917501246,8.598974758863495,5.704898234854848,5.936929598192746,6.262027249277776,8.016266262545862,6.633537264421524,5.930214659778057,7.720080403716114,5.309515526441268,6.536244896216677,7.440611162631195,8.897617247031896,7.195557200236763,10.383587852103902,11.19199513759299,5.573020020443396,7.062307590787432,12.238420415697483,9.563558283105715,10.392367010531627,7.705978547518679,11.745201935123053,8.529557183153377,12.37830070781455,7.628834204597841,11.743956421859846,4.51668666929484,7.736607886003764,6.686754336473293,8.9659337636487,4.385168582923295,6.522424330455863,3.586974900291951,8.510447350140884,8.19796255875058,9.933226341153109,5.590434857522704,6.995135100939411,3.4732617764948586,6.917995342607632,5.150609211703119,7.56291851875539,4.517762270027345,8.158826810946747,3.6129116253118814,9.232416150773494,9.512049503898895,4.845392315480488,6.9181814546659615,13.037993367996801,5.318810473495564,8.023131156568944,10.786479442315445,12.29868022093661,11.43706583990847,12.287151366061549,11.798513526589076,12.8717018070974,10.75401365797595,11.741485594856975,11.452020127812826,12.10150481045647,6.246534745910911
2020-03-07,5.4533021189195825,7.523189981967188,9.323227331978972,12.400240775699976,9.704141460263799,12.633860357537628,10.308464088666314,13.327282726921181,8.747718351033866,11.969733778038561,4.906643134561908,7.84736624649367,6.222775876473439,6.932186088031399,10.796647164882813,9.990588234110131,4.766315392876971,6.080417668394572,7.341086057629309,8.751907951010807,11.888980100206933,13.153346984526962,11.76478774745508,13.567296046727053,12.760876258295632,13.21495994111602,10.828314003706213,12.621792411002325,5.873919917501246,8.598974758863495,5.704898234854848,5.936929598192746,6.262027249277776,8.016266262545862,6.633537264421524,5.930214659778057,7.720080403716114,5.309515526441268,6.536244896216677,7.440611162631195,8.897617247031896,7.195557200236763,10.383587852103902,11.19199513759299,5.573020020443396,7.062307590787432,12.238420415697483,9.563558283105715,10.392367010531627,7.705978547518679,11.745201935123053,8.529557183153377,12.37830070781455,7.628834204597841,11.743956421859846,4.51668666929484,7.736607886003764,6.686754336473293,8.9659337636487,4.385168582923295,6.522424330455863,3.586974900291951,8.510447350140884,8.19796255875058,9.933226341153109,5.590434857522704,6.995135100939411,3.4732617764948586,6.917995342607632,5.150609211703119,7.56291851875539,4.517762270027345,8.158826810946747,3.6129116253118814,9.232416150773494,9.512049503898895,4.845392315480488,6.9181814546659615,13.037993367996801,5.318810473495564,8.023131156568944,10.786479442315445,12.29868022093661,11.43706583990847,12.287151366061549,11.798513526589076,12.8717018070974,10.75401365797595,11.741485594856975,11.452020127812826,12.10150481045647,6.246534745910911
2020-03-08,5.4533021189195825,7.523189981967188,9.323227331978972,12.400240775699976,9.704141460263799,12.633860357537628,10.308464088666314,13.327282726921181,8.747718351033866,11.969733778038561,4.906643134561908,7.84736624649367,6.222775876473439,6.932186088031399,10.796647164882813,9.990588234110131,4.766315392876971,6.080417668394572,7.341086057629309,8.751907951010807,11.888980100206933,13.153346984526962,11.76478774745508,13.567296046727053,12.760876258295632,13.21495994111602,10.828314003706213,12.621792411002325,5.873919917501246,8.598974758863495,5.704898234854848,5.936929598192746,6.262027249277776,8.016266262545862,6.633537264421524,5.930214659778057,7.720080403716114,5.309515526441268,6.536244896216677,7.440611162631195,8.897617247031896,7.195557200236763,10.383587852103902,11.19199513759299,5.573020020443396,7.062307590787432,12.238420415697483,9.563558283105715,10.392367010531627,7.705978547518679,11.745201935123053,8.529557183153377,12.37830070781455,7.628834204597841,11.743956421859846,4.51668666929484,7.736607886003764,6.686754336473293,8.9659337636487,4.385168582923295,6.522424330455863,3.586974900291951,8.510447350140884,8.19796255875058,9.933226341153109,5.590434857522704,6.995135100939411,3.4732617764948586,6.917995342607632,5.150609211703119,7.56291851875539,4.517762270027345,8.158826810946747,3.6129116253118814,9.232416150773494,9.512049503898895,4.845392315480488,6.9181814546659615,13.037993367996801,5.318810473495564,8.023131156568944,10.786479442315445,12.29868022093661,11.43706583990847,12.287151366061549,11.798513526589076,12.8717018070974,10.75401365797595,11.741485594856975,11.452020127812826,12.10150481045647,6.246534745910911
